Financial_ID,Location_ID,Location_Name,Date,Year,Month,Period,Total_Revenue,Revenue_Diagnostic,Revenue_Preventive,Revenue_Restorative,Revenue_Endodontic,Revenue_Periodontic,Revenue_Prosthodontic,Revenue_Oral_Surgery,Revenue_Orthodontic,Revenue_Implant,Revenue_Adjunctive,Total_Expenses,Labor_Clinical,Labor_Administrative,Supplies_Clinical,Supplies_Office,Rent_Lease,Utilities,Equipment_Costs,Marketing,Insurance,Professional_Fees,Continuing_Education,Lab_Fees,Software_IT,Travel,Miscellaneous,EBITDA,EBITDA_Margin,Labor_Cost_Percentage,Supply_Cost_Percentage,Total_AR,AR_Current,AR_31_60,AR_61_90,AR_91_Plus,DSO,Total_Claims_Submitted,Claims_Outstanding,Claims_Denied,Avg_Days_To_Payment,Collections_Expected,Collections_Actual,Collection_Rate,Total_Procedures,Completed_Procedures,Cancelled_Procedures,Total_Patient_Visits,New_Patients,Returning_Patients,Patient_Retention_Rate,Revenue_Per_Patient,Chair_Capacity,Total_Chair_Hours,Used_Chair_Hours,Chair_Utilization,Payor_Delta_Dental,Payor_Cigna_Dental,Payor_Aetna,Payor_MetLife,Payor_Guardian,Payor_United_Healthcare,Payor_Self_Pay,Treatment_Plans_Presented,Treatment_Plans_Accepted,Treatment_Plans_Completed,Case_Acceptance_Rate,Treatment_Completion_Rate,Revenue_Per_Square_Foot,Marketing_ROI,Operating_Cash_Flow,Revenue_MoM_Change,Revenue_YoY_Change,EBITDA_MoM_Change,EBITDA_YoY_Change
"FIN-LOC001-202011","LOC001","Downtown Dental","2020-11-01",2020,11,"2020-11",25670,6697,5580,1116,0,1116,5580,0,2232,3348,0,162084,104549,34850,1797,257,12672,513,1284,1540,770,1027,257,1797,257,257,257,-136414,"-5.3141","5.4304","0.0800",32515,20159,7478,3577,2926,"38.0",137,49,4,34,23103,18840,"0.7339",30,23,7,15,0,15,"0.7700","1711.33",5,880,523,"0.5948",2232,2232,3348,8929,2232,0,6697,7,5,4,"0.7143","0.8000","8.02","2.50",-143244,"0.7236",0,"-0.1763",0
"FIN-LOC001-202012","LOC001","Downtown Dental","2020-12-01",2020,12,"2020-12",34025,14177,2835,7561,945,945,945,0,4726,0,1890,181009,117576,39192,2042,340,12672,340,1361,1021,681,1021,340,3062,340,340,681,-146984,"-4.3199","4.6074","0.0700",41964,26437,10071,3357,2518,"37.0",181,65,9,35,30623,22299,"0.6554",36,36,0,33,0,33,"0.8800","1031.06",5,880,413,"0.4692",5671,1890,6616,7561,3781,0,8506,13,8,6,"0.6154","0.7500","10.63","5.00",-158710,"0.3255",0,"0.0775",0
"FIN-LOC001-202101","LOC001","Downtown Dental","2021-01-01",2021,1,"2021-01",34909,10105,4593,3675,2756,1837,2756,0,2756,4593,1837,168213,105661,35220,2095,698,12672,1047,1396,1745,698,1396,349,3491,698,349,698,-133304,"-3.8186","4.0357","0.0800",45382,29044,9984,4084,4538,"39.0",186,63,6,39,31418,26356,"0.7550",38,38,0,26,0,26,"0.7800","1342.65",5,880,381,"0.4333",5512,4593,3675,1837,3675,0,15617,10,7,6,"0.7000","0.8571","10.91","3.00",-141857,"0.0260","3.1430","-0.0931","-0.1612"
"FIN-LOC001-202102","LOC001","Downtown Dental","2021-02-01",2021,2,"2021-02",21688,6971,3098,5422,0,0,2324,0,775,3098,0,158520,102974,34325,1518,217,12544,217,868,1301,434,868,217,1735,651,217,434,-136832,"-6.3091","6.3306","0.0800",22411,13447,5155,2465,2241,"31.0",116,38,6,29,19519,15182,"0.7000",37,28,9,23,0,23,"0.8700","942.96",5,880,435,"0.4948",1549,3873,0,8520,1549,0,6197,10,8,6,"0.8000","0.7500","6.78","2.50",-143338,"-0.3787","5.8590","0.0265","-0.0959"
"FIN-LOC001-202103","LOC001","Downtown Dental","2021-03-01",2021,3,"2021-03",19612,5491,5491,1569,0,1569,2353,0,784,2353,0,184559,122009,40670,1569,392,13056,196,981,1373,784,784,196,1765,196,196,392,-164947,"-8.4105","8.2949","0.1000",29418,17062,6178,3236,2059,"45.0",105,41,3,32,17651,14150,"0.7215",25,25,0,23,0,23,"0.8300","852.70",5,880,481,"0.5463",3922,4707,0,5491,784,0,4707,10,6,5,"0.6000","0.8333","6.13","2.14",-170409,"-0.0957","-0.3144","0.2055","0.0777"
"FIN-LOC001-202104","LOC001","Downtown Dental","2021-04-01",2021,4,"2021-04",4231,1244,996,1244,0,249,0,0,0,249,249,170864,117342,39114,254,42,12800,42,212,254,127,85,42,338,85,42,85,-166633,"-39.3838","36.9785","0.0700",5218,3340,1044,470,313,"37.0",23,9,1,25,3808,3295,"0.7788",27,17,10,14,0,14,"0.7800","302.21",5,880,545,"0.6192",498,996,996,498,249,0,996,6,4,3,"0.6667","0.7500","1.32","2.50",-167569,"-0.7843","-0.7858","0.0102","0.0582"
"FIN-LOC001-202105","LOC001","Downtown Dental","2021-05-01",2021,5,"2021-05",21316,4663,5329,5329,666,0,666,0,666,2665,1332,168044,110168,36723,1066,426,13056,639,639,639,639,639,213,2132,426,213,426,-146728,"-6.8835","6.8911","0.0700",29132,18936,6992,2913,2331,"41.0",114,36,3,30,19184,13753,"0.6452",39,32,7,29,0,29,"0.8600","735.03",5,880,454,"0.5156",1998,1998,1998,7994,3997,0,3331,13,8,6,"0.6154","0.7500","6.66","5.00",-154291,"4.0381","1.1713","-0.1195","-0.0488"
"FIN-LOC001-202106","LOC001","Downtown Dental","2021-06-01",2021,6,"2021-06",23139,6698,4262,6698,1218,609,2436,0,609,609,0,180380,118319,39440,1388,231,12672,463,1157,1620,463,926,231,2314,694,231,231,-157241,"-6.7955","6.8179","0.0700",26224,15997,6032,2360,2622,"34.0",123,44,4,28,20825,14960,"0.6465",38,38,0,35,0,35,"0.8800","661.11",5,880,399,"0.4535",7307,2436,6089,3654,0,0,3654,13,9,6,"0.6923","0.6667","7.23","2.14",-165420,"0.0855","0.7807","0.0716","-0.0266"
"FIN-LOC001-202107","LOC001","Downtown Dental","2021-07-01",2021,7,"2021-07",50350,14758,6945,11285,4341,1736,5209,0,3472,1736,868,194399,119485,39828,3525,504,12928,1511,2014,3021,2014,2014,504,3525,1511,504,1511,-144049,"-2.8610","3.1641","0.0800",55385,32677,13292,4985,3323,"33.0",269,105,11,40,45315,32541,"0.6463",66,58,8,47,0,47,"0.7700","1071.28",5,880,291,"0.3311",9549,868,4341,5209,6077,0,24307,19,12,9,"0.6316","0.7500","15.73","2.50",-161858,"1.1760","0.7468","-0.0839","-0.0757"
"FIN-LOC001-202108","LOC001","Downtown Dental","2021-08-01",2021,8,"2021-08",20118,7788,4543,1298,1947,649,1298,0,649,1947,0,176853,116909,38970,1207,201,12928,402,805,1207,805,402,201,1811,402,201,402,-156735,"-7.7908","7.7482","0.0700",25483,14016,5861,2293,1784,"38.0",107,35,5,40,18106,14013,"0.6965",35,31,4,26,0,26,"0.8400","773.77",5,880,465,"0.5285",3245,4543,1947,3245,1947,0,5192,13,9,6,"0.6923","0.6667","6.29","2.50",-162840,"-0.6004","0.1879","0.0881","0.0110"
"FIN-LOC001-202109","LOC001","Downtown Dental","2021-09-01",2021,9,"2021-09",35741,9293,5719,7863,3574,715,4289,0,715,2859,715,176845,111432,37144,2502,715,12544,357,1787,2502,1430,1072,357,3217,357,357,1072,-141104,"-3.9480","4.1570","0.0900",35741,22874,8220,2859,1787,"30.0",191,76,6,37,32167,22717,"0.6356",52,50,2,45,0,45,"0.8900","794.24",5,880,361,"0.4104",5719,5719,5719,1430,2859,0,14296,20,15,13,"0.7500","0.8667","11.17","2.14",-154128,"0.7766","0.3936","-0.0997","-0.0499"
"FIN-LOC001-202110","LOC001","Downtown Dental","2021-10-01",2021,10,"2021-10",24924,6923,4846,4846,2769,0,3462,0,692,692,692,174699,114696,38232,1495,249,12800,498,748,1246,748,748,249,1745,498,249,498,-149775,"-6.0093","6.1358","0.0700",24924,15702,5733,2742,1994,"30.0",133,48,4,28,22432,14283,"0.5731",45,36,9,36,0,36,"0.8800","692.33",5,880,340,"0.3869",2077,5539,6231,3462,1385,0,6231,17,10,9,"0.5882","0.9000","7.79","3.00",-160416,"-0.3026","0.6735","0.0615","-0.0956"
"FIN-LOC001-202111","LOC001","Downtown Dental","2021-11-01",2021,11,"2021-11",48356,10746,7522,6447,9671,1075,5373,0,4298,1075,2149,176948,108069,36023,3385,967,12544,484,1934,2418,1451,1934,484,4836,1451,484,484,-128592,"-2.6593","2.9798","0.0900",59639,36380,12524,6560,3578,"37.0",258,93,13,34,43520,30364,"0.6279",52,45,7,39,0,39,"0.7600","1239.90",5,880,366,"0.4163",6447,3224,8597,7522,4298,0,18268,14,9,7,"0.6429","0.7778","15.11","3.00",-146584,"0.9401","0.8838","-0.1414","-0.0573"
"FIN-LOC001-202112","LOC001","Downtown Dental","2021-12-01",2021,12,"2021-12",34094,10332,3099,8265,2066,1033,4133,0,3099,2066,0,185934,118790,39597,2046,682,12544,1023,1364,2046,1364,1023,341,3068,682,341,1023,-151840,"-4.4536","4.6456","0.0800",50005,28003,11501,4500,3000,"44.0",182,66,5,32,30685,23105,"0.6777",43,33,10,28,0,28,"0.8700","1217.64",5,880,418,"0.4754",2066,2066,3099,8265,4133,0,14464,12,8,7,"0.6667","0.8750","10.65","2.50",-162829,"-0.2949","0.0020","0.1808","0.0330"
"FIN-LOC001-202201","LOC001","Downtown Dental","2022-01-01",2022,1,"2022-01",22870,8072,4933,3587,1345,448,1794,0,0,1345,1345,165031,107579,35860,1372,229,12672,457,1144,915,915,686,229,2058,229,229,457,-142161,"-6.2160","6.2719","0.0700",30493,16771,7318,3659,2744,"40.0",122,45,2,36,20583,14437,"0.6313",54,51,3,31,0,31,"0.8200","737.74",5,880,365,"0.4146",4933,2242,2242,4484,3139,0,5830,13,9,7,"0.6923","0.7778","7.15","3.75",-150594,"-0.3292","-0.3449","-0.0637","0.0664"
"FIN-LOC001-202202","LOC001","Downtown Dental","2022-02-01",2022,2,"2022-02",43982,12566,7181,5386,4488,0,7181,0,898,5386,898,167662,103706,34569,2639,880,12672,880,1319,2639,880,880,440,3519,1319,440,880,-123680,"-2.8121","3.1439","0.0800",46914,26741,10790,3753,3753,"32.0",235,94,7,30,39584,30673,"0.6974",52,49,3,48,0,48,"0.8000","916.29",5,880,271,"0.3083",898,3590,0,15259,3590,0,20645,15,12,10,"0.8000","0.8333","13.74","2.50",-136989,"0.9231","1.0279","-0.1300","-0.0961"
"FIN-LOC001-202203","LOC001","Downtown Dental","2022-03-01",2022,3,"2022-03",25188,8396,3673,5248,525,1050,2099,0,0,3673,525,185788,121712,40571,1763,504,12672,504,1008,1763,1008,504,252,2267,504,252,504,-160600,"-6.3761","6.4429","0.0900",26867,15046,6717,2687,1612,"32.0",134,43,4,26,22669,16186,"0.6426",50,48,2,39,0,39,"0.8600","645.85",5,880,381,"0.4330",7871,1574,2099,5248,0,0,8396,17,12,11,"0.7059","0.9167","7.87","2.14",-169602,"-0.4273","0.2843","0.2985","-0.0264"
"FIN-LOC001-202204","LOC001","Downtown Dental","2022-04-01",2022,4,"2022-04",25930,7172,4965,6620,3862,552,1103,0,552,552,552,176144,115217,38406,1556,519,12928,778,1037,1037,778,1037,259,1815,259,259,259,-150214,"-5.7931","5.9245","0.0800",26794,17148,5359,3215,1608,"31.0",138,41,6,32,23337,15079,"0.5815",51,47,4,42,0,42,"0.7900","617.38",5,880,256,"0.2908",2207,7172,3310,2759,2207,0,8276,16,12,10,"0.7500","0.8333","8.10","3.75",-161065,"0.0295","5.1286","-0.0647","-0.0985"
"FIN-LOC001-202205","LOC001","Downtown Dental","2022-05-01",2022,5,"2022-05",34246,7705,7705,5993,3425,0,5993,0,1712,1712,0,177845,113511,37837,2740,685,12800,685,1027,2397,1027,685,342,2740,685,342,342,-143599,"-4.1932","4.4194","0.1000",36529,21917,8402,3288,2922,"32.0",183,64,7,29,30821,21205,"0.6192",58,40,18,31,0,31,"0.7800","1104.71",5,880,396,"0.4504",3425,5137,8562,3425,5137,0,8562,15,11,9,"0.7333","0.8182","10.70","2.14",-156640,"0.3207","0.6066","-0.0440","-0.0213"
"FIN-LOC001-202206","LOC001","Downtown Dental","2022-06-01",2022,6,"2022-06",20770,7728,5796,2898,1449,1449,0,0,966,483,0,176866,116914,38971,1454,208,12672,208,831,1039,831,623,208,1869,415,208,415,-156096,"-7.5155","7.5053","0.0800",22847,12794,5026,2285,2285,"33.0",111,43,3,37,18693,12750,"0.6138",49,43,6,40,0,40,"0.8600","519.25",5,880,330,"0.3746",1449,5796,1932,4347,1932,0,5313,13,8,6,"0.6154","0.7500","6.49","3.00",-164116,"-0.3935","-0.1024","0.0870","-0.0073"
"FIN-LOC001-202207","LOC001","Downtown Dental","2022-07-01",2022,7,"2022-07",33591,9597,6855,4799,2742,1371,3428,0,1371,2057,1371,172275,110380,36793,2015,336,12672,1008,1680,1008,1008,1344,336,2351,336,336,672,-138684,"-4.1286","4.3813","0.0700",50387,32248,11085,6046,5039,"45.0",179,64,7,28,30232,24965,"0.7432",54,49,5,45,0,45,"0.8100","746.47",5,880,358,"0.4068",2057,4799,2057,4799,2742,0,17138,19,12,10,"0.6316","0.8333","10.50","5.00",-147310,"0.6173","-0.3329","-0.1115","-0.0372"
"FIN-LOC001-202208","LOC001","Downtown Dental","2022-08-01",2022,8,"2022-08",39991,9472,6314,5262,5262,2105,6314,0,3157,2105,0,192258,122391,40797,2799,800,12672,1200,1600,2000,1600,1200,400,2799,800,400,800,-152267,"-3.8075","4.0806","0.0900",53321,31993,12797,4799,4799,"40.0",213,66,11,36,35992,23284,"0.5822",49,38,11,35,0,35,"0.8800","1142.60",5,880,336,"0.3822",1052,3157,5262,1052,15786,0,13681,11,7,6,"0.6364","0.8571","12.50","3.00",-168974,"0.1905","0.9878","0.0979","-0.0285"
"FIN-LOC001-202209","LOC001","Downtown Dental","2022-09-01",2022,9,"2022-09",58512,13884,11901,11901,1983,0,6942,0,5950,2975,2975,185730,112392,37464,4096,1170,13056,585,1755,2926,1755,1755,585,5266,585,585,1755,-127218,"-2.1742","2.5611","0.0900",66314,37136,13926,7295,3316,"34.0",312,106,16,34,52661,32275,"0.5516",78,59,19,49,0,49,"0.8800","1194.12",5,880,271,"0.3084",8926,5950,16859,6942,3967,0,15868,18,14,10,"0.7778","0.7143","18.29","3.00",-153455,"0.4631","0.6371","-0.1645","-0.0984"
"FIN-LOC001-202210","LOC001","Downtown Dental","2022-10-01",2022,10,"2022-10",22041,7085,6297,4723,1968,0,394,0,0,1181,394,173298,115016,38339,1322,220,12672,220,661,1102,441,661,220,1322,441,220,441,-151257,"-6.8625","6.9577","0.0700",29388,16751,6465,2939,1763,"40.0",118,46,5,36,19837,14539,"0.6596",64,56,8,44,0,44,"0.8500","500.93",5,880,377,"0.4288",1181,3936,1968,5510,3542,0,5904,16,12,9,"0.7500","0.7500","6.89","3.00",-158759,"-0.6233","-0.1157","0.1890","0.0099"
"FIN-LOC001-202211","LOC001","Downtown Dental","2022-11-01",2022,11,"2022-11",28803,8961,6401,5761,1920,640,1280,0,1280,1920,640,168541,108574,36191,2016,288,12544,576,1440,1152,864,864,288,2304,576,288,576,-139738,"-4.8515","5.0260","0.0800",38404,24579,9601,3840,3072,"40.0",154,46,6,34,25923,20582,"0.7146",48,45,3,39,0,39,"0.8200","738.54",5,880,425,"0.4829",4480,2560,3840,1920,3840,0,12161,13,8,6,"0.6154","0.7500","9.00","3.75",-147959,"0.3068","-0.4044","-0.0762","0.0867"
"FIN-LOC001-202212","LOC001","Downtown Dental","2022-12-01",2022,12,"2022-12",53956,16350,7358,9810,0,818,6540,0,3270,4905,4905,193743,119424,39808,3777,540,12928,1079,2158,3237,1619,1619,540,4316,1079,540,1079,-139787,"-2.5908","2.9511","0.0800",70143,40683,16834,7014,3507,"39.0",288,107,6,30,48560,31095,"0.5763",73,66,7,56,0,56,"0.8800","963.50",5,880,346,"0.3933",8993,8993,1635,16350,4088,0,13898,21,17,14,"0.8095","0.8235","16.86","2.50",-162648,"0.8733","0.5826","0.0004","-0.0794"
"FIN-LOC001-202301","LOC001","Downtown Dental","2023-01-01",2023,1,"2023-01",39786,13262,4421,12525,737,737,2947,0,1474,2210,1474,178679,112568,37523,2387,796,12672,1194,1989,1989,1194,1194,398,2785,796,398,796,-138893,"-3.4910","3.7725","0.0800",46417,25994,10676,4178,4178,"35.0",212,78,6,29,35807,21882,"0.5500",63,54,9,44,0,44,"0.8200","904.23",5,880,306,"0.3472",5894,6631,8105,5894,2947,0,10315,17,12,10,"0.7059","0.8333","12.43","3.00",-156797,"-0.2626","0.7397","-0.0064","-0.0230"
"FIN-LOC001-202302","LOC001","Downtown Dental","2023-02-01",2023,2,"2023-02",40140,12845,8028,6422,3211,2408,1606,0,3211,1606,803,163241,101898,33966,3211,401,12928,803,1204,1204,1204,803,401,3211,803,401,803,-123101,"-3.0668","3.3848","0.0900",56196,35965,12925,5058,2810,"42.0",214,66,9,26,36126,22304,"0.5557",57,50,7,38,0,38,"0.8400","1056.32",5,880,297,"0.3378",10436,3211,5620,1606,2408,0,16859,17,13,10,"0.7647","0.7692","12.54","5.00",-140937,"0.0089","-0.0874","-0.1137","-0.0047"
"FIN-LOC001-202303","LOC001","Downtown Dental","2023-03-01",2023,3,"2023-03",39543,11863,7909,4943,1977,2966,4943,0,3954,989,0,192755,123008,41003,2768,395,12928,1186,1582,1582,1582,1186,395,2768,1186,395,791,-153212,"-3.8746","4.1477","0.0800",59315,33216,13642,6525,4745,"45.0",211,82,4,31,35589,27182,"0.6874",48,40,8,36,0,36,"0.7600","1098.42",5,880,411,"0.4670",6920,8897,5931,7909,989,0,8897,14,9,7,"0.6429","0.7778","12.36","3.75",-165573,"-0.0149","0.5699","0.2446","-0.0460"
"FIN-LOC001-202304","LOC001","Downtown Dental","2023-04-01",2023,4,"2023-04",57563,20022,11888,8760,2503,4380,3754,0,1877,4380,0,180791,110018,36673,3454,576,12800,576,1727,3454,1151,2303,576,4029,1151,576,1727,-123228,"-2.1408","2.5484","0.0700",84426,49811,17729,9287,5910,"44.0",307,107,6,26,51807,32535,"0.5652",96,92,4,71,0,71,"0.8800","810.75",5,880,231,"0.2628",9385,5005,10011,7508,6883,0,18771,33,24,18,"0.7273","0.7500","17.99","2.50",-148256,"0.4557","1.2199","-0.1957","-0.1797"
"FIN-LOC001-202305","LOC001","Downtown Dental","2023-05-01",2023,5,"2023-05",38830,15775,7281,5460,2427,607,1820,0,1213,3034,1213,183838,117408,39136,3106,388,12928,777,1553,2330,777,777,388,3106,388,388,388,-145008,"-3.7344","4.0315","0.0900",53068,29718,12206,4776,4245,"41.0",207,64,8,26,34947,24582,"0.6331",70,64,6,57,0,57,"0.8400","681.23",5,880,231,"0.2623",6067,6674,5460,1213,5460,0,13955,27,17,15,"0.6296","0.8824","12.13","2.50",-159256,"-0.3254","0.1339","0.1767","0.0098"
"FIN-LOC001-202306","LOC001","Downtown Dental","2023-06-01",2023,6,"2023-06",35677,9081,5838,11027,2595,1297,2595,0,649,1946,649,184064,117017,39006,2497,714,13056,357,1427,1784,1427,1427,357,2854,714,357,1070,-148387,"-4.1592","4.3732","0.0900",45191,28018,10846,5423,3163,"38.0",190,61,6,27,32109,16411,"0.4600",65,55,10,50,0,50,"0.7800","713.54",5,880,213,"0.2419",6487,8433,2595,7135,3892,0,7135,21,14,11,"0.6667","0.7857","11.15","3.00",-167653,"-0.0812","0.7177","0.0233","-0.0494"
"FIN-LOC001-202307","LOC001","Downtown Dental","2023-07-01",2023,7,"2023-07",38679,16220,4991,5615,1248,624,2495,0,1248,3743,2495,178147,111343,37114,3094,387,12672,1160,1160,2321,1547,1547,387,3481,387,387,1160,-139468,"-3.6058","3.8382","0.0900",41258,22692,10315,3713,2888,"32.0",206,62,10,34,34811,22434,"0.5800",68,62,6,54,0,54,"0.8300","716.28",5,880,275,"0.3120",8110,3743,8110,5615,2495,0,10606,18,13,11,"0.7222","0.8462","12.09","2.50",-155713,"0.0841","0.1515","-0.0601","0.0057"
"FIN-LOC001-202308","LOC001","Downtown Dental","2023-08-01",2023,8,"2023-08",47973,13707,8376,8376,4569,761,6092,0,1523,3807,761,193321,121624,40541,2878,480,12928,959,1919,3358,1439,959,480,3358,959,480,959,-145348,"-3.0298","3.3803","0.0700",47973,28304,11514,5277,2878,"30.0",256,100,10,36,43176,34931,"0.7281",70,63,7,47,0,47,"0.8700","1020.70",5,880,303,"0.3441",4569,761,1523,4569,12184,0,24367,15,11,9,"0.7333","0.8182","14.99","2.14",-158390,"0.2403","0.1996","0.0422","-0.0454"
