Operations_ID,Location_ID,Location_Name,Date,Year,Month,Day_of_Week,Is_Holiday,Is_Weekend,Appointment_Capacity,Scheduled_Appointments,Actual_Appointments,Chair_Utilization,Target_Chair_Utilization,Cancellation_Count,Cancellation_Rate,No_Show_Count,No_Show_Rate,Avg_Wait_Time,Total_Patients_Seen,New_Patient_Count,Returning_Patient_Count,Target_New_Patients,Total_Labor_Hours,Total_Labor_Cost,Staff_Count,Dentist_Count,Hygienist_Count,Assistant_Count,Admin_Count,Equipment_Count,Avg_Equipment_Utilization,Active_Treatment_Plans,Completed_Treatment_Plans,Treatment_Plan_Completion_Rate,Treatment_Plans_Not_Started,Treatment_Plans_In_Progress,Treatment_Plans_Completed,Treatment_Plans_Delayed,Insurance_Claims_Submitted,Insurance_Claims_Processed,Insurance_Claims_Paid,Insurance_Claims_Denied,Insurance_Denial_Rate,Avg_Days_To_Payment,Claims_Aging_0_30,Claims_Aging_31_60,Claims_Aging_61_90,Claims_Aging_90_Plus,Target_Collection_Rate,Actual_Collection_Rate,Revenue_Per_Hour,Revenue_Per_Chair,Revenue_Per_Patient,Labor_Cost_Percentage,Supply_Cost_Percentage,Overhead_Percentage
"OP-LOC003-20200104","LOC003","East Valley Dental Care","2020-01-04",2020,1,"Saturday",false,true,18,2,0,"0.78","0.80",0,"0.00",2,"1.00",18,0,2,-2,1,"37.6",2116,9,2,2,3,2,6,"0.00",0,0,"0.64",0,0,0,0,0,0,0,0,"NaN",33,0,0,0,0,"0.88","0.91",0,0,266,"0.29","0.15","0.38"
"OP-LOC004-20200104","LOC004","North Portland Family Dental","2020-01-04",2020,1,"Saturday",false,true,28,0,0,"0.86","0.83",0,"0.00",0,"0.00",11,0,0,0,1.25,"39.3",2341,9,2,2,3,2,9,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",31,0,0,0,0,"0.91","0.85",0,0,343,"0.28","0.13","0.38"
"OP-LOC001-20200106","LOC001","Downtown Dental","2020-01-06",2020,1,"Monday",false,false,40,0,0,"0.88","0.85",0,"0.00",0,"0.00",9,0,0,0,1.5,"103.7",6074,14,3,3,5,3,12,"0.00",0,0,"0.62",0,0,0,0,0,0,0,0,"NaN",30,0,0,0,0,"0.92","0.90",0,0,321,"0.32","0.15","0.37"
"OP-LOC002-20200106","LOC002","Westside Smile Center","2020-01-06",2020,1,"Monday",false,false,28,0,0,"0.77","0.82",0,"0.00",0,"0.00",23,0,0,0,1.25,"63.0",3412,9,2,2,3,2,9,"0.00",0,0,"0.63",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.90","0.87",0,0,258,"0.32","0.15","0.39"
"OP-LOC003-20200106","LOC003","East Valley Dental Care","2020-01-06",2020,1,"Monday",false,false,18,0,0,"0.75","0.80",0,"0.00",0,"0.00",24,0,0,0,1,"68.8",4024,9,2,2,3,2,6,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",31,0,0,0,0,"0.88","0.86",0,0,270,"0.28","0.13","0.39"
"OP-LOC004-20200106","LOC004","North Portland Family Dental","2020-01-06",2020,1,"Monday",false,false,28,3,3,"0.02","0.83",0,"0.00",0,"0.00",21,3,0,3,1.25,"69.0",3866,9,2,2,3,2,9,"0.05",1,1,"0.61",0,1,1,0,2,2,2,0,"0.00",30,1,1,0,0,"0.91","0.24",2,40,53,"24.16","0.16","0.36"
"OP-LOC001-20200107","LOC001","Downtown Dental","2020-01-07",2020,1,"Tuesday",false,false,40,0,0,"0.77","0.85",0,"0.00",0,"0.00",11,0,0,0,1.5,"104.2",6423,14,3,3,5,3,12,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",33,0,0,0,0,"0.92","0.90",0,0,345,"0.33","0.12","0.35"
"OP-LOC002-20200107","LOC002","Westside Smile Center","2020-01-07",2020,1,"Tuesday",false,false,28,1,0,"0.85","0.82",1,"1.00",0,"0.00",6,0,0,0,1.25,"71.9",4123,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.90","0.81",0,0,262,"0.32","0.14","0.37"
"OP-LOC003-20200107","LOC003","East Valley Dental Care","2020-01-07",2020,1,"Tuesday",false,false,18,2,2,"0.09","0.80",0,"0.00",0,"0.00",13,2,0,2,1,"68.2",3782,9,2,2,3,2,6,"0.08",1,1,"0.67",0,1,1,0,2,2,2,0,"0.00",31,1,1,0,0,"0.88","0.19",27,625,938,"2.02","0.14","0.40"
"OP-LOC004-20200107","LOC004","North Portland Family Dental","2020-01-07",2020,1,"Tuesday",false,false,28,3,1,"0.01","0.83",0,"0.00",2,"0.67",22,1,0,1,1.25,"71.0",4083,9,2,2,3,2,9,"0.01",0,0,"0.63",0,0,0,0,1,1,1,0,"0.00",28,1,0,0,0,"0.91","0.13",2,27,107,"38.16","0.13","0.40"
"OP-LOC001-20200108","LOC001","Downtown Dental","2020-01-08",2020,1,"Wednesday",false,false,40,1,1,"0.01","0.85",0,"0.00",0,"0.00",10,1,0,1,1.5,"109.5",6787,14,3,3,5,3,12,"0.00",0,0,"0.63",0,0,0,0,1,1,1,0,"0.00",31,1,0,0,0,"0.92","1.00",1,27,137,"49.54","0.15","0.40"
"OP-LOC002-20200108","LOC002","Westside Smile Center","2020-01-08",2020,1,"Wednesday",false,false,28,0,0,"0.78","0.82",0,"0.00",0,"0.00",23,0,0,0,1.25,"66.6",3616,9,2,2,3,2,9,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.90","0.90",0,0,343,"0.32","0.15","0.35"
"OP-LOC003-20200108","LOC003","East Valley Dental Care","2020-01-08",2020,1,"Wednesday",false,false,18,0,0,"0.82","0.80",0,"0.00",0,"0.00",22,0,0,0,1,"68.7",3961,9,2,2,3,2,6,"0.00",0,0,"0.64",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.88","0.87",0,0,265,"0.29","0.14","0.35"
"OP-LOC004-20200108","LOC004","North Portland Family Dental","2020-01-08",2020,1,"Wednesday",false,false,28,0,0,"0.76","0.83",0,"0.00",0,"0.00",22,0,0,0,1.25,"65.7",3863,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",32,0,0,0,0,"0.91","0.88",0,0,323,"0.33","0.13","0.39"
"OP-LOC001-20200109","LOC001","Downtown Dental","2020-01-09",2020,1,"Thursday",false,false,40,0,0,"0.83","0.85",0,"0.00",0,"0.00",15,0,0,0,1.5,"104.0",6402,14,3,3,5,3,12,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.92","0.95",0,0,323,"0.32","0.14","0.40"
"OP-LOC002-20200109","LOC002","Westside Smile Center","2020-01-09",2020,1,"Thursday",false,false,28,4,4,"0.03","0.82",0,"0.00",0,"0.00",7,4,0,4,1.25,"64.7",3532,9,2,2,3,2,9,"0.08",2,1,"0.67",0,1,1,0,3,3,3,0,"0.00",32,2,1,0,0,"0.90","0.29",3,49,49,"17.93","0.13","0.37"
"OP-LOC003-20200109","LOC003","East Valley Dental Care","2020-01-09",2020,1,"Thursday",false,false,18,0,0,"0.84","0.80",0,"0.00",0,"0.00",20,0,0,0,1,"70.6",4024,9,2,2,3,2,6,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.88","0.88",0,0,280,"0.27","0.15","0.41"
"OP-LOC004-20200109","LOC004","North Portland Family Dental","2020-01-09",2020,1,"Thursday",false,false,28,0,0,"0.80","0.83",0,"0.00",0,"0.00",10,0,0,0,1.25,"67.0",4048,9,2,2,3,2,9,"0.00",0,0,"0.62",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.91","0.89",0,0,318,"0.28","0.12","0.42"
"OP-LOC001-20200110","LOC001","Downtown Dental","2020-01-10",2020,1,"Friday",false,false,40,2,2,"0.06","0.85",0,"0.00",0,"0.00",8,2,0,2,1.5,"111.7",6603,14,3,3,5,3,12,"0.02",1,1,"0.64",0,1,1,0,2,2,2,0,"0.00",29,1,1,0,0,"0.92","1.00",13,282,704,"4.69","0.13","0.38"
"OP-LOC002-20200110","LOC002","Westside Smile Center","2020-01-10",2020,1,"Friday",false,false,28,0,0,"0.72","0.82",0,"0.00",0,"0.00",9,0,0,0,1.25,"69.7",4127,9,2,2,3,2,9,"0.00",0,0,"0.62",0,0,0,0,0,0,0,0,"NaN",31,0,0,0,0,"0.90","0.89",0,0,257,"0.31","0.15","0.41"
"OP-LOC003-20200110","LOC003","East Valley Dental Care","2020-01-10",2020,1,"Friday",false,false,18,4,4,"0.08","0.80",0,"0.00",0,"0.00",22,4,0,4,1,"68.4",3788,9,2,2,3,2,6,"0.15",2,1,"0.61",0,1,1,0,3,3,3,0,"0.00",28,2,1,0,0,"0.88","0.28",13,290,218,"4.35","0.13","0.40"
"OP-LOC004-20200110","LOC004","North Portland Family Dental","2020-01-10",2020,1,"Friday",false,false,28,0,0,"0.77","0.83",0,"0.00",0,"0.00",6,0,0,0,1.25,"69.2",3980,9,2,2,3,2,9,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",32,0,0,0,0,"0.91","0.94",0,0,334,"0.30","0.14","0.39"
"OP-LOC001-20200111","LOC001","Downtown Dental","2020-01-11",2020,1,"Saturday",false,true,40,0,0,"0.88","0.85",0,"0.00",0,"0.00",17,0,0,0,1.5,"60.7",3774,14,3,3,5,3,12,"0.00",0,0,"0.66",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.92","0.96",0,0,259,"0.33","0.13","0.37"
"OP-LOC002-20200111","LOC002","Westside Smile Center","2020-01-11",2020,1,"Saturday",false,true,28,0,0,"0.78","0.82",0,"0.00",0,"0.00",18,0,0,0,1.25,"38.1",2314,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",30,0,0,0,0,"0.90","0.83",0,0,281,"0.27","0.14","0.37"
"OP-LOC003-20200111","LOC003","East Valley Dental Care","2020-01-11",2020,1,"Saturday",false,true,18,3,3,"0.17","0.80",0,"0.00",0,"0.00",21,3,0,3,1,"39.5",2207,9,2,2,3,2,6,"0.29",1,1,"0.62",0,1,1,0,2,2,2,0,"0.00",28,1,1,0,0,"0.88","0.22",39,519,519,"1.42","0.14","0.37"
"OP-LOC004-20200111","LOC004","North Portland Family Dental","2020-01-11",2020,1,"Saturday",false,true,28,0,0,"0.75","0.83",0,"0.00",0,"0.00",23,0,0,0,1.25,"38.2",2258,9,2,2,3,2,9,"0.00",0,0,"0.60",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.91","0.82",0,0,295,"0.30","0.15","0.37"
"OP-LOC001-20200113","LOC001","Downtown Dental","2020-01-13",2020,1,"Monday",false,false,40,3,0,"0.78","0.85",3,"1.00",0,"0.00",20,0,0,0,1.5,"107.8",6361,14,3,3,5,3,12,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.92","0.86",0,0,265,"0.30","0.12","0.38"
"OP-LOC002-20200113","LOC002","Westside Smile Center","2020-01-13",2020,1,"Monday",false,false,28,0,0,"0.82","0.82",0,"0.00",0,"0.00",10,0,0,0,1.25,"72.7",4073,9,2,2,3,2,9,"0.00",0,0,"0.62",0,0,0,0,0,0,0,0,"NaN",32,0,0,0,0,"0.90","0.81",0,0,314,"0.27","0.15","0.39"
"OP-LOC003-20200113","LOC003","East Valley Dental Care","2020-01-13",2020,1,"Monday",false,false,18,0,0,"0.74","0.80",0,"0.00",0,"0.00",12,0,0,0,1,"70.2",3881,9,2,2,3,2,6,"0.00",0,0,"0.64",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.88","0.92",0,0,321,"0.33","0.13","0.38"
"OP-LOC004-20200113","LOC004","North Portland Family Dental","2020-01-13",2020,1,"Monday",false,false,28,0,0,"0.74","0.83",0,"0.00",0,"0.00",7,0,0,0,1.25,"70.3",4111,9,2,2,3,2,9,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.91","0.94",0,0,296,"0.27","0.14","0.36"
"OP-LOC001-20200114","LOC001","Downtown Dental","2020-01-14",2020,1,"Tuesday",false,false,40,0,0,"0.78","0.85",0,"0.00",0,"0.00",7,0,0,0,1.5,"106.7",6542,14,3,3,5,3,12,"0.00",0,0,"0.60",0,0,0,0,0,0,0,0,"NaN",30,0,0,0,0,"0.92","0.89",0,0,300,"0.32","0.16","0.38"
"OP-LOC002-20200114","LOC002","Westside Smile Center","2020-01-14",2020,1,"Tuesday",false,false,28,0,0,"0.82","0.82",0,"0.00",0,"0.00",24,0,0,0,1.25,"64.4",3698,9,2,2,3,2,9,"0.00",0,0,"0.66",0,0,0,0,0,0,0,0,"NaN",30,0,0,0,0,"0.90","0.87",0,0,327,"0.32","0.14","0.36"
"OP-LOC003-20200114","LOC003","East Valley Dental Care","2020-01-14",2020,1,"Tuesday",false,false,18,0,0,"0.83","0.80",0,"0.00",0,"0.00",15,0,0,0,1,"69.8",3838,9,2,2,3,2,6,"0.00",0,0,"0.62",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.88","0.82",0,0,331,"0.31","0.15","0.40"
"OP-LOC004-20200114","LOC004","North Portland Family Dental","2020-01-14",2020,1,"Tuesday",false,false,28,3,3,"0.07","0.83",0,"0.00",0,"0.00",23,3,0,3,1.25,"67.2",3846,9,2,2,3,2,9,"0.07",1,1,"0.65",0,1,1,0,2,2,2,0,"0.00",30,1,1,0,0,"0.91","1.00",20,342,456,"2.81","0.13","0.36"
"OP-LOC001-20200115","LOC001","Downtown Dental","2020-01-15",2020,1,"Wednesday",false,false,40,0,0,"0.90","0.85",0,"0.00",0,"0.00",24,0,0,0,1.5,"107.0",6342,14,3,3,5,3,12,"0.00",0,0,"0.66",0,0,0,0,0,0,0,0,"NaN",31,0,0,0,0,"0.92","0.96",0,0,346,"0.30","0.14","0.39"
"OP-LOC002-20200115","LOC002","Westside Smile Center","2020-01-15",2020,1,"Wednesday",false,false,28,3,0,"0.73","0.82",3,"1.00",0,"0.00",8,0,0,0,1.25,"68.8",3995,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.90","0.93",0,0,252,"0.32","0.14","0.41"
"OP-LOC003-20200115","LOC003","East Valley Dental Care","2020-01-15",2020,1,"Wednesday",false,false,18,0,0,"0.74","0.80",0,"0.00",0,"0.00",20,0,0,0,1,"69.6",3786,9,2,2,3,2,6,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.88","0.89",0,0,309,"0.32","0.13","0.37"
"OP-LOC004-20200115","LOC004","North Portland Family Dental","2020-01-15",2020,1,"Wednesday",false,false,28,0,0,"0.77","0.83",0,"0.00",0,"0.00",12,0,0,0,1.25,"66.5",3922,9,2,2,3,2,9,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.91","0.92",0,0,343,"0.27","0.13","0.40"
"OP-LOC001-20200116","LOC001","Downtown Dental","2020-01-16",2020,1,"Thursday",false,false,40,0,0,"0.84","0.85",0,"0.00",0,"0.00",14,0,0,0,1.5,"108.0",6292,14,3,3,5,3,12,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",33,0,0,0,0,"0.92","0.87",0,0,339,"0.31","0.12","0.36"
"OP-LOC002-20200116","LOC002","Westside Smile Center","2020-01-16",2020,1,"Thursday",false,false,28,3,3,"0.08","0.82",0,"0.00",0,"0.00",7,3,0,3,1.25,"71.9",4066,9,2,2,3,2,9,"0.05",1,1,"0.64",0,1,1,0,2,2,2,0,"0.00",30,1,1,0,0,"0.90","0.17",84,1514,2019,"0.67","0.15","0.35"
"OP-LOC003-20200116","LOC003","East Valley Dental Care","2020-01-16",2020,1,"Thursday",false,false,18,0,0,"0.71","0.80",0,"0.00",0,"0.00",15,0,0,0,1,"68.7",3819,9,2,2,3,2,6,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.88","0.92",0,0,262,"0.33","0.14","0.40"
"OP-LOC004-20200116","LOC004","North Portland Family Dental","2020-01-16",2020,1,"Thursday",false,false,28,0,0,"0.75","0.83",0,"0.00",0,"0.00",8,0,0,0,1.25,"71.7",4127,9,2,2,3,2,9,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.91","0.82",0,0,325,"0.28","0.16","0.37"
"OP-LOC001-20200117","LOC001","Downtown Dental","2020-01-17",2020,1,"Friday",false,false,40,2,2,"0.05","0.85",0,"0.00",0,"0.00",15,2,0,2,1.5,"107.4",6409,14,3,3,5,3,12,"0.02",1,1,"0.68",0,1,1,0,2,2,2,0,"0.00",33,1,1,0,0,"0.92","0.29",12,258,645,"4.97","0.13","0.35"
"OP-LOC002-20200117","LOC002","Westside Smile Center","2020-01-17",2020,1,"Friday",false,false,28,0,0,"0.81","0.82",0,"0.00",0,"0.00",23,0,0,0,1.25,"68.2",4003,9,2,2,3,2,9,"0.00",0,0,"0.64",0,0,0,0,0,0,0,0,"NaN",31,0,0,0,0,"0.90","0.86",0,0,259,"0.29","0.15","0.40"
"OP-LOC003-20200117","LOC003","East Valley Dental Care","2020-01-17",2020,1,"Friday",false,false,18,0,0,"0.72","0.80",0,"0.00",0,"0.00",6,0,0,0,1,"66.9",3791,9,2,2,3,2,6,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.88","0.83",0,0,324,"0.31","0.14","0.39"
"OP-LOC004-20200117","LOC004","North Portland Family Dental","2020-01-17",2020,1,"Friday",false,false,28,2,2,"0.02","0.83",0,"0.00",0,"0.00",8,2,0,2,1.25,"66.9",3806,9,2,2,3,2,9,"0.05",1,1,"0.62",0,1,1,0,2,2,2,0,"0.00",30,1,1,0,0,"0.91","0.96",3,42,84,"22.65","0.14","0.36"
"OP-LOC001-20200118","LOC001","Downtown Dental","2020-01-18",2020,1,"Saturday",false,true,40,0,0,"0.82","0.85",0,"0.00",0,"0.00",8,0,0,0,1.5,"61.6",3814,14,3,3,5,3,12,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",28,0,0,0,0,"0.92","0.85",0,0,313,"0.29","0.12","0.37"
"OP-LOC002-20200118","LOC002","Westside Smile Center","2020-01-18",2020,1,"Saturday",false,true,28,0,0,"0.85","0.82",0,"0.00",0,"0.00",19,0,0,0,1.25,"39.4",2277,9,2,2,3,2,9,"0.00",0,0,"0.61",0,0,0,0,0,0,0,0,"NaN",32,0,0,0,0,"0.90","0.82",0,0,296,"0.30","0.14","0.41"
"OP-LOC003-20200118","LOC003","East Valley Dental Care","2020-01-18",2020,1,"Saturday",false,true,18,2,2,"0.21","0.80",0,"0.00",0,"0.00",13,2,0,2,1,"39.1",2256,9,2,2,3,2,6,"0.16",1,1,"0.63",0,1,1,0,2,2,2,0,"0.00",29,1,1,0,0,"0.88","0.16",33,425,638,"1.77","0.14","0.38"
"OP-LOC004-20200118","LOC004","North Portland Family Dental","2020-01-18",2020,1,"Saturday",false,true,28,2,2,"0.19","0.83",0,"0.00",0,"0.00",22,2,0,2,1.25,"38.9",2261,9,2,2,3,2,9,"0.10",1,1,"0.65",0,1,1,0,2,2,2,0,"0.00",31,1,1,0,0,"0.91","0.26",99,966,1933,"0.59","0.14","0.35"
"OP-LOC001-20200121","LOC001","Downtown Dental","2020-01-21",2020,1,"Tuesday",false,false,40,0,0,"0.81","0.85",0,"0.00",0,"0.00",24,0,0,0,1.5,"107.6",6600,14,3,3,5,3,12,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",29,0,0,0,0,"0.92","0.90",0,0,260,"0.28","0.13","0.36"
"OP-LOC002-20200121","LOC002","Westside Smile Center","2020-01-21",2020,1,"Tuesday",false,false,28,0,0,"0.83","0.82",0,"0.00",0,"0.00",20,0,0,0,1.25,"64.6",3575,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",30,0,0,0,0,"0.90","0.82",0,0,295,"0.31","0.15","0.38"
"OP-LOC003-20200121","LOC003","East Valley Dental Care","2020-01-21",2020,1,"Tuesday",false,false,18,0,0,"0.72","0.80",0,"0.00",0,"0.00",25,0,0,0,1,"67.5",3678,9,2,2,3,2,6,"0.00",0,0,"0.62",0,0,0,0,0,0,0,0,"NaN",32,0,0,0,0,"0.88","0.90",0,0,271,"0.32","0.14","0.40"
"OP-LOC004-20200121","LOC004","North Portland Family Dental","2020-01-21",2020,1,"Tuesday",false,false,28,4,3,"0.04","0.83",1,"0.25",0,"0.00",23,3,0,3,1.25,"64.3",3647,9,2,2,3,2,9,"0.06",1,1,"0.70",0,1,1,0,2,2,2,0,"0.00",32,1,1,0,0,"0.91","0.50",5,78,104,"11.73","0.14","0.38"
"OP-LOC001-20200122","LOC001","Downtown Dental","2020-01-22",2020,1,"Wednesday",false,false,40,2,2,"0.06","0.85",0,"0.00",0,"0.00",11,2,0,2,1.5,"110.4",6696,14,3,3,5,3,12,"0.02",1,1,"0.60",0,1,1,0,2,2,2,0,"0.00",28,1,1,0,0,"0.92","0.27",9,188,471,"7.11","0.12","0.38"
"OP-LOC002-20200122","LOC002","Westside Smile Center","2020-01-22",2020,1,"Wednesday",false,false,28,4,4,"0.03","0.82",0,"0.00",0,"0.00",18,4,0,4,1.25,"66.3",3712,9,2,2,3,2,9,"0.07",2,1,"0.67",0,1,1,0,3,3,3,0,"0.00",33,2,1,0,0,"0.90","0.74",4,68,68,"13.75","0.16","0.36"
"OP-LOC003-20200122","LOC003","East Valley Dental Care","2020-01-22",2020,1,"Wednesday",false,false,18,2,2,"0.08","0.80",0,"0.00",0,"0.00",19,2,0,2,1,"70.9",3869,9,2,2,3,2,6,"0.07",1,1,"0.69",0,1,1,0,2,2,2,0,"0.00",29,1,1,0,0,"0.88","1.00",29,683,1025,"1.89","0.14","0.40"
"OP-LOC004-20200122","LOC004","North Portland Family Dental","2020-01-22",2020,1,"Wednesday",false,false,28,0,0,"0.84","0.83",0,"0.00",0,"0.00",13,0,0,0,1.25,"66.5",3685,9,2,2,3,2,9,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",32,0,0,0,0,"0.91","0.91",0,0,293,"0.28","0.15","0.40"
"OP-LOC001-20200123","LOC001","Downtown Dental","2020-01-23",2020,1,"Thursday",false,false,40,0,0,"0.89","0.85",0,"0.00",0,"0.00",15,0,0,0,1.5,"109.6",6519,14,3,3,5,3,12,"0.00",0,0,"0.66",0,0,0,0,0,0,0,0,"NaN",31,0,0,0,0,"0.92","0.90",0,0,267,"0.31","0.15","0.39"
